qid,cutoff,judge_arm,question_type,question,gold_answer,generated_answer,correct_votes,majority_label
gpt4_1d4ab0c9,50,public,temporal-reasoning,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,24 days. 25 days (including the last day) is also acceptable.,"The first memory about watering the herb garden is from **2023-03-21**.  
There is no memory mentioning harvesting fresh herbs.

Therefore, **harvesting has not yet occurred** based on the provided memories.

Answer: Not yet harvested",0,WRONG
gpt4_1d4ab0c9,50,strict,temporal-reasoning,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,24 days. 25 days (including the last day) is also acceptable.,"The first memory about watering the herb garden is from **2023-03-21**.  
There is no memory mentioning harvesting fresh herbs.

Therefore, **harvesting has not yet occurred** based on the provided memories.

Answer: Not yet harvested",0,WRONG
gpt4_1d4ab0c9,200,public,temporal-reasoning,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,24 days. 25 days (including the last day) is also acceptable.,"The first memory about watering the herb garden is on **2023-03-21**.  
There is no memory mentioning harvesting fresh herbs.  

Therefore, **harvesting has not been recorded** in the provided memories.

Answer: Not recorded",0,WRONG
gpt4_1d4ab0c9,200,strict,temporal-reasoning,How many days passed between the day I started watering my herb garden and the day I harvested my first batch of fresh herbs?,24 days. 25 days (including the last day) is also acceptable.,"The first memory about watering the herb garden is on **2023-03-21**.  
There is no memory mentioning harvesting fresh herbs.  

Therefore, **harvesting has not been recorded** in the provided memories.

Answer: Not recorded",0,WRONG
gpt4_1d80365e,50,public,temporal-reasoning,How many days did I spend on my solo camping trip to Yosemite National Park?,2 days. 3 days (including the last day) is also acceptable.,3 days,3,CORRECT
gpt4_1d80365e,50,strict,temporal-reasoning,How many days did I spend on my solo camping trip to Yosemite National Park?,2 days. 3 days (including the last day) is also acceptable.,3 days,3,CORRECT
gpt4_1d80365e,200,public,temporal-reasoning,How many days did I spend on my solo camping trip to Yosemite National Park?,2 days. 3 days (including the last day) is also acceptable.,3 days,3,CORRECT
gpt4_1d80365e,200,strict,temporal-reasoning,How many days did I spend on my solo camping trip to Yosemite National Park?,2 days. 3 days (including the last day) is also acceptable.,3 days,3,CORRECT
gpt4_1e4a8aeb,50,public,temporal-reasoning,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,6 days. 7 days (including the last day) is also acceptable.,6 days,3,CORRECT
gpt4_1e4a8aeb,50,strict,temporal-reasoning,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,6 days. 7 days (including the last day) is also acceptable.,6 days,3,CORRECT
gpt4_1e4a8aeb,200,public,temporal-reasoning,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,6 days. 7 days (including the last day) is also acceptable.,"1. Identify the two relevant events:
   - Gardening workshop: 2023-04-15 23:20:30
   - Planted tomato saplings: 2023-04-21 20:29:30

2. Calculate the difference in days:
   - From April 15 to April 21 is 6 days.

3. Confirm no time zone or daylight saving issues (not indicated).

Answer: 6 days",3,CORRECT
gpt4_1e4a8aeb,200,strict,temporal-reasoning,How many days passed between the day I attended the gardening workshop and the day I planted the tomato saplings?,6 days. 7 days (including the last day) is also acceptable.,"1. Identify the two relevant events:
   - Gardening workshop: 2023-04-15 23:20:30
   - Planted tomato saplings: 2023-04-21 20:29:30

2. Calculate the difference in days:
   - From April 15 to April 21 is 6 days.

3. Confirm no time zone or daylight saving issues (not indicated).

Answer: 6 days",3,CORRECT
gpt4_1e4a8aec,50,public,temporal-reasoning,What gardening-related activity did I do two weeks ago?,planting 12 new tomato saplings,Planted 12 tomato saplings,3,CORRECT
gpt4_1e4a8aec,50,strict,temporal-reasoning,What gardening-related activity did I do two weeks ago?,planting 12 new tomato saplings,Planted 12 tomato saplings,3,CORRECT
gpt4_1e4a8aec,200,public,temporal-reasoning,What gardening-related activity did I do two weeks ago?,planting 12 new tomato saplings,Planted 12 tomato saplings,3,CORRECT
gpt4_1e4a8aec,200,strict,temporal-reasoning,What gardening-related activity did I do two weeks ago?,planting 12 new tomato saplings,Planted 12 tomato saplings,3,CORRECT
gpt4_213fd887,50,public,temporal-reasoning,"Which event did I participate in first, the volleyball league or the charity 5K run to raise money for a local children's hospital?",volleyball league,Charity 5K run,0,WRONG
gpt4_213fd887,50,strict,temporal-reasoning,"Which event did I participate in first, the volleyball league or the charity 5K run to raise money for a local children's hospital?",volleyball league,Charity 5K run,0,WRONG
gpt4_213fd887,200,public,temporal-reasoning,"Which event did I participate in first, the volleyball league or the charity 5K run to raise money for a local children's hospital?",volleyball league,Charity 5K run,0,WRONG
gpt4_213fd887,200,strict,temporal-reasoning,"Which event did I participate in first, the volleyball league or the charity 5K run to raise money for a local children's hospital?",volleyball league,Charity 5K run,0,WRONG
gpt4_21adecb5,50,public,temporal-reasoning,How many months passed between the completion of my undergraduate degree and the submission of my master's thesis?,6 months,No information available.,3,CORRECT
gpt4_21adecb5,50,strict,temporal-reasoning,How many months passed between the completion of my undergraduate degree and the submission of my master's thesis?,6 months,No information available.,0,WRONG
gpt4_21adecb5,200,public,temporal-reasoning,How many months passed between the completion of my undergraduate degree and the submission of my master's thesis?,6 months,"The memories do not contain information about the completion of an undergraduate degree or the submission of a master's thesis. Therefore, the number of months between these events cannot be determined from the provided data.",3,CORRECT
gpt4_21adecb5,200,strict,temporal-reasoning,How many months passed between the completion of my undergraduate degree and the submission of my master's thesis?,6 months,"The memories do not contain information about the completion of an undergraduate degree or the submission of a master's thesis. Therefore, the number of months between these events cannot be determined from the provided data.",0,WRONG
gpt4_2312f94c,50,public,temporal-reasoning,"Which device did I got first, the Samsung Galaxy S22 or the Dell XPS 13?",Samsung Galaxy S22,Dell XPS 13,0,WRONG
gpt4_2312f94c,50,strict,temporal-reasoning,"Which device did I got first, the Samsung Galaxy S22 or the Dell XPS 13?",Samsung Galaxy S22,Dell XPS 13,0,WRONG
gpt4_2312f94c,200,public,temporal-reasoning,"Which device did I got first, the Samsung Galaxy S22 or the Dell XPS 13?",Samsung Galaxy S22,Samsung Galaxy S22,3,CORRECT
gpt4_2312f94c,200,strict,temporal-reasoning,"Which device did I got first, the Samsung Galaxy S22 or the Dell XPS 13?",Samsung Galaxy S22,Samsung Galaxy S22,3,CORRECT
gpt4_2487a7cb,50,public,temporal-reasoning,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,Data Analysis using Python webinar,3,CORRECT
gpt4_2487a7cb,50,strict,temporal-reasoning,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,Data Analysis using Python webinar,3,CORRECT
gpt4_2487a7cb,200,public,temporal-reasoning,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,Data Analysis using Python webinar,3,CORRECT
gpt4_2487a7cb,200,strict,temporal-reasoning,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,Data Analysis using Python webinar,3,CORRECT
gpt4_2655b836,50,public,temporal-reasoning,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,"GPS system issue on March 22, 2026",3,CORRECT
gpt4_2655b836,50,strict,temporal-reasoning,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,"GPS system issue on March 22, 2026",3,CORRECT
gpt4_2655b836,200,public,temporal-reasoning,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,"GPS system issue on March 22, 2026",3,CORRECT
gpt4_2655b836,200,strict,temporal-reasoning,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,"GPS system issue on March 22, 2026",3,CORRECT
gpt4_2ba83207,50,public,multi-session,Which grocery store did I spend the most money at in the past month?,Thrive Market,Publix,0,WRONG
gpt4_2ba83207,50,strict,multi-session,Which grocery store did I spend the most money at in the past month?,Thrive Market,Publix,0,WRONG
gpt4_2ba83207,200,public,multi-session,Which grocery store did I spend the most money at in the past month?,Thrive Market,Publix,0,WRONG
gpt4_2ba83207,200,strict,multi-session,Which grocery store did I spend the most money at in the past month?,Thrive Market,Publix,0,WRONG
gpt4_2c50253f,50,public,temporal-reasoning,What time do I wake up on Tuesdays and Thursdays?,6:45 AM,7:00 AM,0,WRONG
gpt4_2c50253f,50,strict,temporal-reasoning,What time do I wake up on Tuesdays and Thursdays?,6:45 AM,7:00 AM,0,WRONG
gpt4_2c50253f,200,public,temporal-reasoning,What time do I wake up on Tuesdays and Thursdays?,6:45 AM,7:00 AM,0,WRONG
gpt4_2c50253f,200,strict,temporal-reasoning,What time do I wake up on Tuesdays and Thursdays?,6:45 AM,7:00 AM,0,WRONG
gpt4_2d58bcd6,50,public,temporal-reasoning,"Which book did I finish reading first, 'The Hate U Give' or 'The Nightingale'?",'The Hate U Give',The Nightingale,0,WRONG
gpt4_2d58bcd6,50,strict,temporal-reasoning,"Which book did I finish reading first, 'The Hate U Give' or 'The Nightingale'?",'The Hate U Give',The Nightingale,0,WRONG
gpt4_2d58bcd6,200,public,temporal-reasoning,"Which book did I finish reading first, 'The Hate U Give' or 'The Nightingale'?",'The Hate U Give',The Hate U Give,3,CORRECT
gpt4_2d58bcd6,200,strict,temporal-reasoning,"Which book did I finish reading first, 'The Hate U Give' or 'The Nightingale'?",'The Hate U Give',The Hate U Give,3,CORRECT
gpt4_2f56ae70,50,public,temporal-reasoning,Which streaming service did I start using most recently?,Disney+,Apple TV+,0,WRONG
