key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-4B::gpt4_8279ba03::fact_0e1ac9b335c4d859,Qwen3-4B,gpt4_8279ba03,temporal-reasoning,fact_0e1ac9b335c4d859,"The user decided to eat sushi at restaurants instead of preparing it at home on March 14, 2023.",temporal_lazy_only,sushi | restaurant | home preparation,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact mentions 'sushi', 'restaurant', and 'home preparation' as concepts, but none are explicitly named entities (e.g., a specific restaurant, a named sushi dish, or a specific event). The date 'March 14, 2023' does not name a specific event, so it does not qualify as an expected entity. Since there are no active entity keys and no salient expected entities are present, neither precision nor recall applies. The audit stratum is 'temporal_lazy_only', indicating no semantic entity routing is required."
Qwen3-4B::gpt4_8279ba02::fact_56e33c2049e15327,Qwen3-4B,gpt4_8279ba02,temporal-reasoning,fact_56e33c2049e15327,"The assistant recommended the film 'The Grand Budapest Hotel' (2014) as a match for 'The French Dispatch' due to its whimsy, nostalgia, and visually stunning cinematography.",temporal_lazy_only,The Grand Budapest Hotel | The French Dispatch | Wes Anderson,,False,The Grand Budapest Hotel | The French Dispatch | Wes Anderson,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient expected entities: the two films 'The Grand Budapest Hotel' and 'The French Dispatch', and the director 'Wes Anderson'. Since no entity keys are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::gpt4_8279ba02::fact_f74fd3ff496bac3a,Qwen3-4B,gpt4_8279ba02,temporal-reasoning,fact_f74fd3ff496bac3a,"The assistant provided examples of popular beach resort locations including Myrtle Beach, Hilton Head, and Waikiki Beach on March 15, 2023 (Wednesday) at 18:31:09 UTC+00:00.",temporal_lazy_only,Myrtle Beach | Hilton Head | Waikiki Beach,,False,Myrtle Beach | Hilton Head | Waikiki Beach,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly mentions three salient beach resort locations—Myrtle Beach, Hilton Head, and Waikiki Beach—as expected entities. Since none of these are active, recall fails. Precision is not applicable because there are no active keys to evaluate. The entities are specific, reusable, and supported by the fact, meeting the criteria for expected entity scopes."
Qwen3-4B::0bc8ad93::fact_a76c842271b37d10,Qwen3-4B,0bc8ad93,temporal-reasoning,fact_a76c842271b37d10,"The assistant stated that supporting diverse voices in media can encourage other outlets to adopt similar practices on February 18, 2023.",temporal_lazy_only,media outlets | diverse voices | inclusion | practices,,False,diverse voices | media outlets | inclusion,NOT_APPLICABLE,FAIL,high,"The active_entity_keys is empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: 'diverse voices', 'media outlets', and 'inclusion'. None of these are covered by active_entity_keys, so recall fails. The audit stratum is 'temporal_lazy_only', but this does not justify omitting semantically salient entities that are explicitly mentioned and reusable."
Qwen3-4B::gpt4_0b2f1d21::fact_22e55afd50407939,Qwen3-4B,gpt4_0b2f1d21,temporal-reasoning,fact_22e55afd50407939,The assistant noted that larger frets placed closer together improve finger movement and increase the playability of a bass guitar.,temporal_lazy_only,fret size | fret spacing | finger movement | playability | bass guitar,,False,bass guitar | fret size | fret spacing,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. The expected entities 'bass guitar', 'fret size', and 'fret spacing' are all salient and explicitly supported by the fact. However, none are active in the entity keys, so recall fails. 'finger movement' and 'playability' are attributes or outcomes rather than reusable entities, and thus not expected entity scopes."
Qwen3-4B::gpt4_2655b836::fact_4ef784afad8527c9,Qwen3-4B,gpt4_2655b836,temporal-reasoning,fact_4ef784afad8527c9,"Mental Health America provides a directory of free and low-cost mental health clinics and resources for individuals dealing with mental illness on April 10, 2023.",temporal_lazy_only,Mental Health America | free mental health clinics | mental illness,,False,Mental Health America | free mental health clinics | mental illness,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active_entity_keys are present, so precision and recall cannot be evaluated. The fact supports three salient expected entities: Mental Health America (organization), free mental health clinics (named resource), and mental illness (named condition). The audit stratum is 'temporal_lazy_only', indicating that no active routing is expected, hence both verdicts are NOT_APPLICABLE."
Qwen3-4B::gpt4_21adecb5::fact_3ac97f7d9ce40b7b,Qwen3-4B,gpt4_21adecb5,temporal-reasoning,fact_3ac97f7d9ce40b7b,The user visited the 'Impressionist Masters' exhibit at the City Art Museum with colleague Rachel from work on Saturday.,temporal_lazy_only,Impressionist Masters exhibit | City Art Museum | Rachel,,False,Impressionist Masters exhibit | City Art Museum | Rachel,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient entities: the exhibit, the museum, and the colleague Rachel. Since no expected entities are active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-4B::gpt4_fa19884c::fact_e4c346a27f75a34d,Qwen3-4B,gpt4_fa19884c,temporal-reasoning,fact_e4c346a27f75a34d,"The assistant recommended adding a few drops of lavender essential oil to bathwater and soaking for 20-30 minutes to promote relaxation and improve mood on February 24, 2023.",temporal_lazy_only,lavender essential oil | bathwater | soak | relaxation | mood,,False,lavender essential oil | bathwater | relaxation,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. The expected entities 'lavender essential oil', 'bathwater', and 'relaxation' are all salient and supported by the fact, but none are active in the entity tree. Thus, recall fails as no salient expected entity is covered."
Qwen3-4B::gpt4_98f46fc6::fact_d440058620ba2172,Qwen3-4B,gpt4_98f46fc6,temporal-reasoning,fact_d440058620ba2172,The user asked whether new technologies would make geothermal energy more competitive with natural gas in terms of cost.,temporal_lazy_only,new technologies | geothermal energy | natural gas | cost,,False,new technologies | geothermal energy | natural gas,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact centers on the comparative cost competitiveness of geothermal energy and natural gas, driven by new technologies. The expected entities are all salient and reusable. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::gpt4_98f46fc6::fact_ccbe6ebb1c9c021b,Qwen3-4B,gpt4_98f46fc6,temporal-reasoning,fact_ccbe6ebb1c9c021b,"The average score for 'I would recommend others to seek jobs in the Justice Ministry department' was 6.06 out of 7 in 2022, compared to 5.91 in 2020 and 4.59 in the external benchmark.",temporal_lazy_only,engagement | willingness to recommend | 6.06 | 2022 | 5.91 | 2020 | 4.59 | external benchmark,,False,Justice Ministry department | willingness to recommend | external benchmark,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact mentions a specific organization (Justice Ministry department), a named metric (willingness to recommend), and a named comparison reference (external benchmark), all of which qualify as expected entities. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-4B::gpt4_9a159967::fact_beb01a183b113ad6,Qwen3-4B,gpt4_9a159967,temporal-reasoning,fact_beb01a183b113ad6,The user spent $800 on a pair of Gucci luxury sneakers in April 2023 as a reward for completing a work project.,temporal_lazy_only,Gucci | sneakers | $800 | work project | April 2023,,False,Gucci | sneakers | work project,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present in the input. The audit stratum is 'temporal_lazy_only', which implies that only temporal entities are expected to be active, but the expected entities here are non-temporal (Gucci, sneakers, work project). Since no active keys are provided, precision and recall cannot be evaluated. The expected entities are clearly supported by the fact and are reusable, salient scopes for long-term memory."
Qwen3-4B::9a707b82::fact_8c4e1b3e80e29fea,Qwen3-4B,9a707b82,temporal-reasoning,fact_8c4e1b3e80e29fea,"The user prioritized exercise and fresh air on weekends, specifically mentioning a 30-minute walk during their lunch break on a weekday.",temporal_lazy_only,exercise | fresh air | lunch break | 30-minute walk,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact describes a behavioral pattern involving exercise, fresh air, and a lunch break, but none of these are specific, reusable entities (e.g., named places, organizations, products, or events). '30-minute walk' is a generic activity, not a named or reusable entity. Since no active entity keys are present and no salient expected entities are identifiable, neither precision nor recall applies. The audit stratum 'temporal_lazy_only' suggests no entity tree is semantically needed."
Qwen3-4B::gpt4_4929293a::fact_3a7155282ad1baf3,Qwen3-4B,gpt4_4929293a,temporal-reasoning,fact_3a7155282ad1baf3,"The assistant recommended the Black+Decker 5-Cup Coffee Maker with a price range of $15 to $20 on April 11, 2023.",temporal_lazy_only,Black+Decker 5-Cup Coffee Maker | price range | drip coffee maker,,False,"Black+Decker 5-Cup Coffee Maker | drip coffee maker | April 11, 2023",NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'Black+Decker 5-Cup Coffee Maker' as a specific product, 'drip coffee maker' as a named product category, and 'April 11, 2023' as a specific date that names a notable event (the recommendation date). However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The expected entities are salient and supported by the fact."
